Rk (17-18),Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Semifinals?
3,Sacramento Kings*,82,241.8,39.5,85.2,0.464,6,15.7,0.381,33.5,69.5,0.482,16.7,22.3,0.746,11,33.5,44.5,24.8,9,5.6,14.5,20.3,101.7,NO
4,Los Angeles Lakers*,82,243,37.7,83.6,0.451,5.9,16.7,0.356,31.8,66.9,0.475,19,26,0.734,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9,100.4,NO
5,Milwaukee Bucks*,82,242.7,37.1,81.3,0.457,7.1,18.6,0.383,30,62.7,0.478,18.1,23.3,0.776,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5,NO
6,Orlando Magic*,82,241.5,35.9,82.5,0.436,6.9,19.4,0.357,29,63.1,0.46,19.7,25.4,0.777,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23,98.5,NO
7,Minnesota Timberwolves*,82,241.5,38.7,83,0.466,3.6,9.8,0.368,35.1,73.2,0.479,17.1,22.3,0.77,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,98.1,NO
8,Memphis Grizzlies,82,243,37.2,82.2,0.452,5.7,15.6,0.365,31.5,66.6,0.473,17.4,23.6,0.739,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,97.5,NO
9,Philadelphia 76ers*,82,242.1,36.3,81,0.448,3,9.6,0.311,33.3,71.4,0.466,21.3,27.5,0.775,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22,96.8,NO
10,Indiana Pacers*,82,242.7,35.5,80.6,0.441,4.6,13.6,0.339,30.9,66.9,0.461,21.2,27.7,0.766,12.2,32,44.2,23.3,8.5,5.4,14.8,22.1,96.8,NO
11,New York Knicks,82,242.1,36.2,82,0.441,7.4,19.3,0.383,28.8,62.7,0.459,16.1,19.8,0.815,10.3,29,39.2,22,7.1,3.1,14,23,95.9,NO
12,San Antonio Spurs*,82,241.8,35.5,76.8,0.462,5.5,15.5,0.354,30,61.3,0.489,19.4,26.8,0.725,11.5,31.2,42.6,20,7.7,6.5,15.8,20.4,95.8,YES
13,Phoenix Suns*,82,241.5,36.6,82.6,0.443,4.8,14,0.343,31.8,68.6,0.464,17.4,23.5,0.742,12.8,29.8,42.5,21,8.1,4.9,14.7,22,95.5,NO
14,New Jersey Nets*,82,240.9,35.4,80.3,0.441,4.2,12.7,0.332,31.2,67.6,0.462,20.3,26.8,0.757,12.1,30.8,42.9,23,8.7,4.6,14.8,21.6,95.4,YES
15,Portland Trail Blazers*,82,242.1,36.4,79.2,0.46,4.6,14,0.33,31.8,65.1,0.488,17.7,23.7,0.745,12.1,29,41.1,22.7,8.8,3.9,15.2,19.9,95.2,NO
16,Chicago Bulls,82,243,36.5,81.9,0.445,4.3,12.2,0.35,32.2,69.7,0.462,17.7,24.6,0.722,12,31,43,21.7,7.4,5.6,16.9,24.7,95,NO
17,Utah Jazz*,82,241.2,35.3,75.5,0.468,2.7,7.8,0.349,32.6,67.7,0.481,21.3,28.6,0.745,12.5,29,41.5,25.6,8.6,5.7,16.8,22.4,94.7,NO
18,Atlanta Hawks,82,242.7,34.9,78.5,0.444,4.9,13.9,0.352,30,64.5,0.464,19.4,24.5,0.793,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1,NO
19,New Orleans Hornets*,82,242.7,35.5,81.6,0.435,4.9,13.1,0.376,30.6,68.5,0.447,17.9,23.3,0.768,13.4,30.2,43.6,22,8,4.8,14.8,21.6,93.9,NO
20,Los Angeles Clippers,82,240.9,34.6,79.1,0.437,4.8,14.4,0.331,29.8,64.8,0.46,19.9,26.5,0.75,12.3,30,42.3,19.6,7,5.6,15.7,21.8,93.8,NO
21,Houston Rockets,82,243,34.6,78.8,0.44,5.4,15.5,0.346,29.3,63.3,0.462,19.1,24.9,0.768,12.5,31.3,43.8,18.4,7.2,6,15.6,19.5,93.8,NO
22,Boston Celtics*,82,241.8,32.9,79.4,0.415,8.8,26.3,0.334,24.2,53.1,0.455,18,24.3,0.742,10.4,30.1,40.5,19.2,8.8,3.7,14,21.4,92.7,NO
23,Seattle SuperSonics,82,242.1,35.2,80.5,0.437,5.6,15.7,0.353,29.6,64.7,0.458,16.2,21.7,0.744,11.7,29.1,40.8,21.6,8.3,3.6,13.2,20.9,92.1,NO
24,Washington Wizards,82,241.8,34.3,78,0.44,3.1,9.9,0.312,31.3,68.1,0.459,19.7,25.3,0.779,11.2,29.2,40.4,19.7,7.6,4.8,13.4,20,91.5,NO
25,Cleveland Cavaliers,82,241.8,34.8,82.3,0.422,3.6,10.9,0.327,31.2,71.3,0.437,18.3,24.5,0.747,13.6,31,44.6,20.9,7.8,6.4,18.3,22.7,91.4,NO
26,Detroit Pistons*,82,242.7,32.9,76.5,0.43,6.5,18.1,0.358,26.4,58.4,0.452,19,24.6,0.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4,YES
27,Toronto Raptors,82,241.5,34.7,81.3,0.427,5,14.5,0.343,29.7,66.7,0.446,16.5,22.9,0.718,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9,NO
28,Miami Heat,82,241.8,32.8,79.5,0.412,4.2,13.4,0.316,28.5,66.1,0.432,15.8,20.6,0.765,11.6,30,41.6,18.3,7.2,4,14.2,22.6,85.6,NO
29,Denver Nuggets,82,240.6,32.8,79.8,0.411,2.8,10,0.278,30,69.8,0.43,15.8,22.6,0.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2,NO
1,Dallas Mavericks*,82,242.4,39,84.5,0.462,7.6,20.1,0.378,31.5,64.5,0.488,19.6,24.3,0.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,NO
2,Sacramento Kings*,82,240.9,39.8,85.4,0.467,5.2,14.1,0.367,34.6,71.3,0.486,19.7,26.3,0.751,12.4,33,45.3,23.9,9,4.6,13.8,19,104.6,YES
3,Los Angeles Lakers*,82,241.2,38.4,83.4,0.461,6.2,17.5,0.354,32.2,65.9,0.489,18.2,26.1,0.699,12.5,31.8,44.3,23,7.6,5.8,12.7,22.2,101.3,YES
4,Orlando Magic*,82,241.8,37.6,84.1,0.448,7.6,20.2,0.373,30.1,63.8,0.471,17.6,23.4,0.754,11.5,29.8,41.2,22,8.1,4.7,13.6,20.7,100.5,NO
5,Minnesota Timberwolves*,82,241.5,38.7,84,0.461,4.8,12.8,0.378,33.9,71.2,0.476,17.1,21.4,0.798,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,99.3,NO
6,Seattle SuperSonics*,82,241.8,38.2,81.5,0.469,6,15.8,0.378,32.2,65.7,0.49,15.4,20.4,0.755,11.8,28.5,40.3,23.5,8.5,4.4,13.7,21.1,97.7,NO
7,Golden State Warriors,82,241.2,36.6,85.2,0.429,3.9,12.1,0.322,32.7,73.1,0.447,20.6,28.6,0.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23,97.7,NO
8,Milwaukee Bucks,82,242.7,37.1,80.2,0.462,7.2,19.3,0.375,29.9,60.9,0.49,16.1,21.5,0.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,97.5,NO
9,Indiana Pacers*,82,242.7,35.8,80.2,0.446,4.9,14.6,0.339,30.9,65.7,0.47,20.3,26.3,0.772,11.3,31.3,42.7,23,8,5.3,15.2,22.9,96.8,NO
10,San Antonio Spurs*,82,242.1,35.5,77.6,0.458,5.3,14.8,0.362,30.2,62.8,0.48,20.3,27.4,0.742,11.1,31.3,42.4,20,7.6,6.5,14.4,19.2,96.7,NO
11,Portland Trail Blazers*,82,241.8,36.6,81.4,0.45,5.7,16.1,0.354,31,65.3,0.474,17.7,23.2,0.763,13.2,29.8,43,23.5,8.6,4.5,14.3,19.7,96.6,NO
12,Boston Celtics*,82,241.8,34.8,82.1,0.424,8.5,23.7,0.359,26.3,58.4,0.45,18.3,23.9,0.764,10.9,31.3,42.2,21,9.7,3.6,13.6,21.7,96.4,YES
13,New Jersey Nets*,82,241.8,37.1,83.1,0.446,4.9,14.6,0.338,32.2,68.6,0.469,17.1,23.3,0.735,12.7,30.7,43.3,24.3,8.7,6,14.5,21.1,96.2,YES
14,Utah Jazz*,82,241.8,35,77.7,0.45,3.4,10.3,0.333,31.6,67.5,0.468,22.6,29.6,0.763,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24,96,NO
15,Los Angeles Clippers,82,241.5,36.2,81.3,0.445,5,14,0.356,31.2,67.3,0.464,18.3,24.7,0.739,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7,NO
16,Cleveland Cavaliers,82,242.1,36,80.3,0.448,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7,5.7,14.6,21.4,95.3,NO
17,Phoenix Suns,82,241.8,37.8,84.6,0.447,4.4,13.4,0.327,33.4,71.2,0.469,15.2,19.9,0.767,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8,95.1,NO
18,Detroit Pistons*,82,240,34.7,76.8,0.452,6.9,18.4,0.376,27.8,58.4,0.475,18,23.8,0.756,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3,NO
19,Atlanta Hawks,82,241.2,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66,0.458,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94,NO
20,Charlotte Hornets*,82,240.9,35.3,80.2,0.44,4.2,12.1,0.348,31.1,68.1,0.456,19.1,25.7,0.745,12.9,30.5,43.5,21.5,8,5.6,14,21.3,93.9,NO
21,Washington Wizards,82,240.6,35.8,81.3,0.441,3.7,9.6,0.388,32.1,71.7,0.448,17.4,22.8,0.765,12.9,29.2,42,20.9,7,4.3,13,21.5,92.8,NO
22,Houston Rockets,82,243.7,34.6,80.8,0.428,6,18,0.335,28.5,62.8,0.455,17.1,23.1,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18,92.3,NO
23,Denver Nuggets,82,241.5,35.5,83.8,0.424,5.2,15.7,0.329,30.4,68.1,0.446,15.9,21.4,0.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2,NO
24,New York Knicks,82,241.5,34.4,79.5,0.432,5.8,16.4,0.353,28.6,63.1,0.453,17.1,21.8,0.787,10.7,30,40.7,21,6.8,3.5,14.5,22,91.6,NO
25,Toronto Raptors*,82,240.9,35.6,82,0.434,4.7,13.5,0.349,30.9,68.5,0.451,15.5,20.9,0.739,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4,NO
26,Philadelphia 76ers*,82,240.6,34.2,78.5,0.436,2.6,8.7,0.299,31.6,69.8,0.453,20,25.7,0.779,13.3,30.9,44.2,20,8.6,4.4,15.3,20.1,91,NO
27,Memphis Grizzlies,82,241.2,34.8,79.7,0.436,4.1,13.4,0.307,30.7,66.3,0.462,16.3,23,0.708,12,29.4,41.4,21.8,7.9,6,16.4,19.2,89.9,NO
28,Chicago Bulls,82,241.5,34.3,79.2,0.433,3.7,10.6,0.346,30.6,68.6,0.447,17.2,23.9,0.722,11.3,28.8,40,22.2,7.7,4.4,15.3,22.4,89.5,NO
29,Miami Heat,82,243,34.2,77.8,0.439,3.8,11,0.347,30.4,66.9,0.454,15.1,20.8,0.724,11,31,42,20.3,6.7,5.5,14.8,22.5,87.2,NO
1,Sacramento Kings*,82,244.9,38.2,85,0.449,5.8,16.5,0.354,32.4,68.5,0.472,19.5,25.3,0.771,12,33,45,22.6,9.7,5.3,14.9,19.5,101.7,NO
2,Milwaukee Bucks*,82,241.2,38,82.9,0.458,6.9,18.1,0.379,31.1,64.8,0.48,18,22.9,0.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,YES
3,Los Angeles Lakers*,82,242.7,37.9,81.5,0.465,5.4,15.5,0.344,32.6,66,0.494,19.4,28.5,0.683,13.2,31.5,44.7,23,6.9,6,14.4,22.8,100.6,YES
4,Dallas Mavericks*,82,241.5,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6,13.9,23.3,100.5,NO
5,Toronto Raptors*,82,243.4,37.2,85,0.437,5.2,14.2,0.369,31.9,70.8,0.451,18.1,24.2,0.747,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3,97.6,NO
6,Orlando Magic*,82,243.4,36.7,83.8,0.438,6,16.4,0.364,30.8,67.4,0.456,18,25.2,0.714,13,29.9,42.9,22,8.2,5.9,15.2,25.3,97.5,NO
7,Minnesota Timberwolves*,82,241.8,38.4,83.8,0.458,3.9,11,0.357,34.5,72.8,0.473,16.6,21.2,0.785,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,NO
8,Seattle SuperSonics,82,241.5,36.9,81.1,0.456,5.7,14.3,0.399,31.3,66.8,0.468,17.7,24.2,0.732,12.2,29.5,41.7,21.9,8,5,15.3,21.1,97.3,NO
9,Houston Rockets,82,241.8,35.9,79.2,0.453,6.1,17.2,0.357,29.7,62,0.48,19.3,25.4,0.758,11.2,30.8,42,19.7,7.2,4.4,14.7,20.2,97.2,NO
10,Utah Jazz*,82,241.2,36.1,76.7,0.471,4,10.4,0.381,32.1,66.3,0.485,20.9,27.8,0.752,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1,NO
11,Denver Nuggets,82,241.2,36.3,83.9,0.433,6.2,17.6,0.355,30.1,66.3,0.454,17.7,24,0.737,12.7,31.5,44.2,24,6.7,6.6,13.9,22.2,96.6,NO
12,San Antonio Spurs*,82,241.8,35.2,76.4,0.461,5.4,13.3,0.407,29.7,63,0.472,20.4,28.5,0.715,11,33.1,44.1,21.7,6.9,7,14,18.9,96.2,YES
13,Detroit Pistons,82,242.1,35.6,83.9,0.424,4.7,13.6,0.35,30.9,70.3,0.439,19.6,27.2,0.721,13.5,32,45.5,19.9,7.5,5.5,15.9,23.8,95.6,NO
14,Portland Trail Blazers*,82,241.2,36.6,78.3,0.468,4.5,12.9,0.349,32.1,65.4,0.492,17.6,23.2,0.762,11.7,30.3,42,23.9,8.2,5.1,15.3,21.3,95.4,NO
15,Philadelphia 76ers*,82,242.1,35.4,79.1,0.447,3.2,9.8,0.326,32.2,69.3,0.464,20.7,27.8,0.745,13.1,31.7,44.8,20.6,8.4,5,15.8,20.4,94.7,YES
16,Boston Celtics,82,241.8,33.8,79.1,0.428,7.2,19.9,0.363,26.6,59.2,0.45,19.8,26.7,0.74,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,NO
17,Phoenix Suns*,82,241.5,35.9,82.4,0.436,4,12.9,0.315,31.9,69.5,0.458,18.2,24.1,0.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94,NO
18,Washington Wizards,82,240,34.5,78.7,0.439,3.4,10.3,0.324,31.2,68.4,0.456,20.8,27.4,0.759,12.4,28.9,41.3,20.1,7.7,4.7,17,23.3,93.2,NO
19,Indiana Pacers*,82,243.7,34.5,78.4,0.44,4.8,14.1,0.342,29.7,64.3,0.461,18.8,24.5,0.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,NO
20,Golden State Warriors,82,241.2,35.8,87.5,0.409,3.4,11.8,0.293,32.4,75.7,0.427,17.4,24.7,0.706,16.4,29.1,45.5,21.8,9,5,15.9,21.1,92.5,NO
21,Los Angeles Clippers,82,244.3,35.3,78.9,0.448,4.4,13,0.339,30.9,65.9,0.469,17.4,25.1,0.693,11.7,31.2,42.9,19.3,6,6.3,15.8,21.6,92.5,NO
22,Cleveland Cavaliers,82,241.8,35.2,79.7,0.442,2.7,8,0.334,32.6,71.6,0.455,19,24.9,0.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,NO
23,New Jersey Nets,82,240.6,33.9,79.9,0.425,4.4,13.2,0.333,29.5,66.7,0.443,19.9,26.2,0.759,11.1,28.5,39.6,19.5,7.9,5,14.7,24.2,92.1,NO
24,Charlotte Hornets*,82,242.4,34.1,79.3,0.431,4.1,12,0.346,30,67.3,0.446,19.5,26.2,0.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,NO
25,Vancouver Grizzlies,82,241.2,35,79.7,0.439,4,11.5,0.343,31,68.2,0.455,17.8,23.1,0.77,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7,NO
26,Atlanta Hawks,82,240.6,35.1,81.3,0.431,4.1,11.4,0.357,31,69.9,0.443,16.8,22.1,0.759,12.5,30.4,42.9,19,7.7,4.7,16.7,22.7,91,NO
27,Miami Heat*,82,242.4,32.9,76.3,0.43,5.8,16.9,0.345,27,59.4,0.455,17.4,22.9,0.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21,88.9,NO
28,New York Knicks*,82,242.7,33.6,75.6,0.444,4.8,13.6,0.351,28.8,62,0.465,16.8,21.1,0.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,NO
29,Chicago Bulls,82,242.1,33.2,78.2,0.424,4,11.6,0.346,29.2,66.6,0.438,17.2,23.3,0.739,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87,NO
1,New Orleans Pelicans,25,240,43.8,91.6,0.479,10,28.8,0.345,33.9,62.8,0.54,20.5,26.6,0.769,12.1,35.9,48,26.9,7.1,5.7,15,22.6,118.1,
2,Toronto Raptors,25,242,43.9,89.1,0.492,11.7,33.7,0.346,32.2,55.4,0.581,17.1,21.4,0.801,10,35.8,45.7,25.2,8.2,5.4,14.3,22,116.6,
3,Golden State Warriors,25,242,43.5,87.7,0.496,11.3,29.4,0.384,32.2,58.3,0.552,18.1,22,0.824,9.8,35.7,45.4,27.8,7.3,6.3,14.7,22.5,116.4,
4,Philadelphia 76ers,25,244,40.3,87.2,0.462,11,31.4,0.352,29.2,55.8,0.524,22.6,29.1,0.775,10,38,48,26.5,6.8,5.4,15.6,23.1,114.2,
5,New York Knicks,25,243,39.8,91,0.438,10,29.2,0.344,29.8,61.8,0.482,19.3,24.6,0.785,12.3,33.6,45.9,19.1,7.2,5.2,14.1,23,108.9,
6,Brooklyn Nets,25,243,39.4,89.4,0.441,12,34.8,0.345,27.4,54.6,0.502,17.7,24.1,0.733,12.4,32.6,45,22.4,6.7,4,14.1,23.5,108.6,
7,Los Angeles Clippers,23,243.3,42.3,88.7,0.476,9.6,25,0.383,32.7,63.7,0.513,23.6,29.3,0.807,9.5,36.8,46.3,22.6,6,5.3,13.4,23,117.7,
8,Portland Trail Blazers,24,241,41.1,90,0.457,11.3,31.7,0.356,29.8,58.3,0.511,19,23,0.824,11.8,37.3,49.1,20.7,6.2,4.5,14.3,20.9,112.5,
9,Washington Wizards,24,242.1,40.8,89,0.459,10.5,32.5,0.323,30.3,56.5,0.537,19.5,25.9,0.752,9,31.9,41,23.8,8.6,6.2,13.7,22.6,111.7,
10,Utah Jazz,25,240,38.7,83.5,0.464,10.8,32,0.338,27.9,51.6,0.542,18.8,26.2,0.717,9.1,33.7,42.8,24.1,8.7,5.4,15.4,21.9,107,
11,Milwaukee Bucks,22,242.3,44.7,91.6,0.488,14.6,40.5,0.361,30,51.1,0.588,17.4,22.7,0.764,10,40.5,50.5,27.4,7,6,14.8,21.1,121.4,
12,Sacramento Kings,23,240,43.7,91.6,0.477,10.7,27.6,0.388,33,64,0.516,16.5,23.7,0.694,10.4,34.8,45.2,24.9,8.4,4.3,14.4,22.8,114.7,
13,Charlotte Hornets,23,242.2,42,91.2,0.461,12,33.8,0.355,30,57.4,0.523,18.3,23.1,0.793,9.5,34.4,43.9,24.3,7.7,5.5,12,20.4,114.4,
14,Minnesota Timberwolves,24,240,39.9,90.3,0.442,10.8,29.7,0.364,29.1,60.7,0.48,18.9,23.4,0.809,11.3,32.6,43.9,23.1,9.5,5.5,13.3,19.7,109.5,
15,San Antonio Spurs,24,242.1,41,89.5,0.458,9.4,24.3,0.386,31.6,65.2,0.485,17.9,21.8,0.822,10.6,33.3,43.9,23.8,5.9,4.2,12.3,18.5,109.3,
16,Los Angeles Lakers,23,241.1,43.2,90.6,0.476,10.1,29.3,0.345,33,61.3,0.539,16.3,23,0.706,10.1,36.4,46.5,23.9,8.4,6.4,15.7,21.2,112.7,
17,Atlanta Hawks,24,240,39.5,89.3,0.442,11.1,35.3,0.314,28.4,54,0.526,17.5,23.6,0.742,10,33.5,43.5,24.4,9.1,5.9,17.8,23.5,107.6,
18,Chicago Bulls,25,243,38.4,87.5,0.439,10,29.3,0.341,28.4,58.2,0.489,16,20.4,0.781,7.6,34.4,42,22.3,7.7,4.8,14.9,20.3,102.8,
19,Orlando Magic,24,240,40.3,88.7,0.454,11.1,31.2,0.355,29.2,57.5,0.508,14.1,18.1,0.779,9.1,33.1,42.3,26,7.2,5.6,12.8,19.8,105.8,
20,Indiana Pacers,24,240,40.7,85.3,0.477,9.3,24.8,0.376,31.4,60.5,0.519,15,20.5,0.732,8.4,33.9,42.3,24.4,9.4,5.2,14.7,19.5,105.8,
21,Denver Nuggets,23,241.1,41.7,89.8,0.465,10.4,29.8,0.348,31.3,60,0.522,16.3,22,0.745,12.3,35,47.3,26.8,8.7,4.8,13.8,20.7,110.2,
22,Houston Rockets,23,242.2,38.4,85.6,0.449,14.5,42.3,0.342,24,43.3,0.553,17.9,23.9,0.747,10.8,30.2,41,21.5,8.2,6,13.9,23.4,109.2,
23,Boston Celtics,23,242.2,40.2,90.3,0.445,13,36,0.359,27.3,54.3,0.502,15.1,19.2,0.787,10.3,35.4,45.8,24.9,8.2,5.2,13.1,21.8,108.5,
24,Phoenix Suns,24,241,38.9,85.3,0.456,10.3,30.8,0.335,28.5,54.4,0.525,15,19.3,0.774,8,31.9,39.9,23.5,8,4.1,16.2,23.7,103,
25,Miami Heat,23,241.1,38.9,90,0.432,12,33.3,0.361,26.8,56.7,0.474,17.6,25.2,0.699,12.5,35,47.6,21.8,7.5,6.7,15.1,23,107.4,
26,Oklahoma City Thunder,22,240,41.9,92.8,0.451,10,31.7,0.314,31.9,61.1,0.522,17.3,24,0.72,12.7,35.9,48.6,22.5,10.4,5.8,14.1,22.5,111,
27,Dallas Mavericks,22,241.1,39.5,86,0.46,11.9,33.1,0.359,27.7,52.9,0.524,19.9,26.5,0.75,10.2,35.3,45.5,22.8,7.9,4.8,15.9,21.1,110.8,
28,Cleveland Cavaliers,23,240,38.6,87.3,0.442,8.2,23.3,0.352,30.3,64,0.474,17.2,21.5,0.8,12.1,31.9,44,19.1,6.9,2.3,13.5,21.5,102.6,
29,Detroit Pistons,21,244.8,40,92.3,0.433,11,34.2,0.323,28.9,58.1,0.498,19.2,26.1,0.737,12.7,34.7,47.3,21.4,7,3.8,13.8,23.4,110.2,
30,Memphis Grizzlies,22,244.5,38.1,83.4,0.457,10.3,27.9,0.369,27.8,55.5,0.501,18,23.7,0.758,7.5,31.8,39.3,23.7,8.9,6,12.8,22.9,104.4,